,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,단,재질,형태
942,1007,434960,"지니홀딩스 조립식 30켤레 신발정리대 현관신발장 신발장 좁은현관 신발정리, 1개",21030,1945153208,False,0,,,False,,0,,NULL,NULL,NULL
943,1008,434960,[나는야정리왕] 원목 신발정리대 신발장 화분 받침 정리대,21000,5320451318,False,79,,,False,,"4,000",,NULL,NULL,NULL
944,1009,434960,"JSO481140정리대 신발장 국산 신발, 창-신발장 6단",11820,1917093601,False,6,,,False,,0,,NULL,NULL,NULL
945,1010,434960,"김신영 이상민 고급 조립형 원룸 틈새 운동화 신발장, 단품",37000,5211630972,False,0,,,False,,"2,500",,NULL,NULL,NULL
946,1011,434960,"시온넷 다용도 4단 신발장 좁은현관 슈즈렉, 파스텔 4단 신발정리대 그레이",10900,80681235,False,0,3.5,136.0,False,,0,7.0,4개,NULL,NULL
947,1012,434960,"상호몰 간편조립식 4단 신발장, 베이지",6900,157817128,False,0,4.5,5.0,False,,"2,500",,NULL,NULL,NULL
948,1013,434960,"[리빙나이스] [국산] 스텐레스 화분 받침대 2단, 상세 설명 참조, 상세 설명 참조",20800,1101877776,False,0,4.0,1.0,False,,0,,NULL,NULL,NULL
949,1014,434960,"콩 K SHOES 하트 신발 정리 캐비닛 화이트, 2개",12000,1719988127,True,0,,,False,,0,,NULL,NULL,NULL
950,1015,434960,일자형 평철 10개 89mm 선반조립 가구수리 책장 이음쇠 연결스틸 신발장 보수 보강,10510,4768630746,False,0,,,False,,0,,NULL,NULL,NULL
951,1016,434960,"투명신발장 조립식신발장 신발보관함 기숙사 대량신발 신발모으기 신발flex 이상민 김신영, 【측문】 블랙 1 열 9 층개",29900,1799046664,False,61,4.0,3.0,False,,0,3.0,NULL,NULL,NULL
952,1017,434960,[AKP_8882911] 좁은공간 활용 다용도 지그재그 이동식 신발장 11켤레 오픈신발장 원룸신발장 신발장 신발정리 신발선반,13330,1878097369,False,33,,,False,,"3,000",,NULL,NULL,NULL
953,1018,434960,"가팡 플라스틱 좁은현관 신발장 L 블랙, 1개",28580,1829308474,True,0,,,False,가팡,0,,NULL,NULL,NULL
954,1019,434960,2P 붙이는 실내화 욕실화 신발 거치대 3개 좁은집수납 신발장정리 슈즈홀더,11220,4949355144,False,0,,,False,,0,,NULL,NULL,NULL
955,1020,434960,"couyor LED 음성 컨트롤 발광 신발 케이스 정리대 37*29*22cm USB 충전 인터페이스, 블랙100589",30000,4792013547,False,36,,,False,,0,,NULL,NULL,NULL
956,1021,434960,"현관 신발정리대 신발수납장 파스텔 6단선반 정리대 핑크, 1개",14900,4964883075,True,0,4.0,12.0,False,,0,1.0,NULL,NULL,NULL
957,1022,434960,"부츠키퍼행거 여성신발 부츠고정행거 부츠정리 디피용 드레스룸 수납 옷걸이 튼튼한 원룸 의류매장 옷매장, 1",1720,5142869144,False,7,,,False,,"3,000",,NULL,NULL,NULL
958,1023,434960,"아이디어라떼 부착식 파스텔 실내화 거치대 그레이, 1개",2100,1215546088,False,40,5.0,1.0,False,,0,1.0,NULL,NULL,NULL
959,1024,434960,"슬리퍼정리대 신발꽂이 원룸 현관 경사 있는 조립 신발장 6단 신발거치대 좁은공간, 1개",16100,4904938101,False,0,,,False,,0,,NULL,NULL,NULL
960,1025,434960,"가팡 플라스틱 10층 신발 수납장 14번 화이트, 1개",52100,2275016919,True,0,,,False,가팡,0,,NULL,NULL,NULL
961,1026,434960,"다용도 수납 신발정리대 핑크, 1개",16900,1711449315,True,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL
962,1027,434960,깔끔한 디자인 철제 3단 접이식 슬리퍼 정리대 실내화 걸이 거치대 신발 꽂이 건조대 블랙,11200,5102499498,False,0,,,False,,0,,NULL,NULL,NULL
963,1028,434960,"심플 철제 3단 실내화 정리대 걸이 슬리퍼정리대 슈즈랙, 1개",32100,4590362648,False,0,,,False,,"2,500",,NULL,NULL,NULL
964,1029,434960,"[PJH1171] + 거실 욕실 현관 실내화 정리 벽부착 2단 6bk+3bk @1D4B4D 내화정리*E +(H2-2040R) :MIL, 밀li 블랙",11440,4981630474,False,31,,,False,,0,,NULL,NULL,NULL
965,1030,434960,멍키샵 신발 슬리퍼 걸이 신발 정리대 2 3 4 5 6단 수납 [G018],23500,4574814813,False,12,,,False,,0,,NULL,NULL,NULL
966,1031,434960,"조립식 여닫이 투명 신발 보관 케이스 그레이, 2개",23900,1880354336,True,0,,,False,,0,,NULL,NULL,NULL
967,1032,434960,"현관 신발정리대 신발수납장 파스텔 4단선반 정리대얼룩이, 1개",11900,4964882680,True,0,4.0,21.0,False,,0,,NULL,NULL,NULL
968,1033,434960,"쉐어하우스 게스트하우스 3단 신발정리대 신발장 슈즈렉 신발거치대 슬림신발장, 스마일오픈3단(12족)",14500,4872457346,False,0,,,False,,0,,NULL,NULL,NULL
969,1034,434960,"생활살림 심플 우드 실내화 슬리퍼 걸이 거치대 정리대, 1Ea",29900,209369114,False,50,4.5,3.0,False,생활살림,0,1.0,3단,"철제,목재",일자형
970,1035,434960,"DC 미니멀 우산꽂이 4단 수납장 그레이 1개, 1",60240,5260157497,False,5,,,False,와인앤쿡,"2,500",,NULL,NULL,NULL
971,1036,434960,"홈페리 원목벤치형신발장3단, 1개",24900,23199649,False,0,4.5,42.0,False,홈페리,0,5.0,NULL,NULL,NULL
972,1037,434960,"심폼 신발정리대 더블 8단 부츠형, 1개",16410,5252127824,True,7,,,False,,0,,8단,NULL,NULL
973,1038,434960,"신발정리대 신발보관 현관정리 수납, 17.오픈 신발장 15족",24250,4389078929,False,0,,,False,,0,,NULL,NULL,NULL
974,1039,434960,"2단 의자겸용 수납함 신발장 현관벤치, 옵션1",95300,5111988138,False,0,1.0,1.0,False,,0,1.0,NULL,NULL,NULL
975,1040,434960,"이케아 TJUSIG 슈시그 신발 수납형 벤치 108x50cm 오픈형신발장, 화이트 901.608.62",99900,12293749,False,0,4.5,6.0,False,이케아,"5,000",2.0,NULL,상품상세설명 참조,NULL
976,1041,434960,슬림 신발정리대(ㄷ형) 10P,10900,1982765862,False,0,,,False,창신리빙,0,,NULL,NULL,NULL
977,1042,434960,"예담 참대평판 신발장 신발정리대 다용도선반 틈새수납, 1개",14900,1426983248,False,0,,,False,예담,0,,NULL,NULL,NULL
978,1043,434960,"[아이홈] 신발정리대(슈즈렉) 20P세트(블랙), 상품선택:슬림형 20P",10480,242571671,False,47,5.0,1.0,False,,0,1.0,NULL,NULL,NULL
979,1045,434960,"가팡 플라스틱 좁은현관 신발장 블랙 P, 1개",47630,1895543332,True,0,,,False,가팡,0,,NULL,플라스틱,일자형
980,1046,434960,"오픈신발장 철제 신발장 현관신발장 슈즈 정리대, 골드블랙",88520,2047934771,False,0,,,False,,0,,NULL,NULL,NULL
981,1047,434960,"리빙해피 센스 부츠 신발정리대 9단 화이트, 1개",21170,29827679,True,14,4.0,15.0,False,리빙해피,0,2.0,9~10단,스테인리스,NULL
982,1048,434960,"좁은 현관 아파트 철제 신발 수납장 신발장 정리대, 쿠팡 블랙",34900,1617951045,False,0,,,False,,"2,500",,NULL,NULL,NULL
983,1049,434960,"차곡차곡 완전깔끔 신발정리대 4color, 화이트",1450,4972169150,False,51,4.5,4.0,False,,0,4.0,NULL,NULL,NULL
984,1050,434960,"업소용 좁은공간 조립식 철제 신발장 현관 출입구 부츠 선반 가정, 1개",26200,5009221081,False,0,,,False,,0,,NULL,NULL,NULL
985,1051,434960,"트레벨 신발정리대 800 6단 24켤레, 화이트",21900,793553,True,0,4.0,21.0,False,,,3.0,NULL,NULL,NULL
986,1052,434960,조립식 다용도 프리미엄 우드 선반 특3단,23500,1762348352,False,0,5.0,1.0,False,,0,1.0,3개,원목/우드,일자형
987,1053,434960,"[사동상사+유통] &&접착식 욕실화 슬리퍼 실내화 2개 걸이 거치대 홀더 신발정리 실내화거치대 신발장정리대 슬리퍼랙 슬리퍼꽂이LOVE+쟈시뮨, +선택희망▷블랙",4140,4676668012,False,0,,,False,,"3,000",,NULL,NULL,NULL
988,1054,434960,"가팡 신발 진열대 20칸 계단형 블랙, 1개",116840,1748917098,True,0,,,False,가팡,0,,NULL,NULL,NULL
989,1055,434960,"[이거찜] 국내 신발정리대/신발장/슈즈랙 /구두/운동화/힐정리대, 신발정리대 그레이",740,4781612022,False,0,,,False,,"2,500",,NULL,NULL,NULL
990,1056,434960,"모브 프리미엄 슈즈 아크릴케이스, 1개",14900,1720796407,False,0,1.0,1.0,False,,0,1.0,NULL,NULL,NULL
991,1057,434960,"슈케이스 간이 신발장 신발정리함 투명 신발수납장 신발상자 슈즈박스 다이소 이케아 x, 블랙",9900,2269588386,False,0,,,False,,0,,1단 / 적층가능,폴리프로필렌(PP),일자형
992,1058,434960,"벨라홈 스크류오픈 신발장600-3단, 화이트",11500,5349213,False,0,4.5,2.0,False,벨라홈,0,,NULL,철제,NULL
993,1059,434960,"위드모르 오버 더 도어 신발 정리대, 1개",9620,126202517,False,1,4.0,7.0,False,위드모르,0,1.0,NULL,NULL,NULL
994,1060,434960,"신발정리대 다용도 20단 와이드, 상세페이지 참조",28440,4339113525,False,0,,,False,,0,,NULL,NULL,NULL
995,1061,434960,"가팡 플라스틱 가벼운 수납장 10층 21번 블랙, 1개",95800,2286722051,True,0,,,False,가팡,0,,NULL,NULL,NULL
996,1062,434960,메탈 신발정리대 4단,24800,2804769,False,0,5.0,2.0,False,,0,,3~4단,강철/철제,일자형
997,1063,434960,"뉴타임즈3/ 신발정리대 간이 다층 심플 현대숙소 신발장 수납조립 침실 밀림공간 XZ34 A32, 1개",18800,2005733263,False,4,,,False,,0,,1,NULL,NULL
998,1064,434960,"[반값 24시] 신발장 신발정리대 슈즈렉 운동화, 민트/4단",5170,5288921978,False,6,,,False,,"2,700",,NULL,NULL,NULL
999,1065,434960,"트레벨 9단 핑크 신발정리대, 1개",19260,3922493,True,14,3.5,11.0,False,트레벨,0,4.0,5단 이상,스테인리스,일자형
1000,1066,434960,"[개미상회] 메탈 신발정리대 4단 조립식 좁은현관 신발장 철제, 메탈신발정리대4단",37080,5286973351,False,0,,,False,,0,,NULL,NULL,NULL
1001,1067,434960,"접이식 원목슬리퍼꽂이 실내화걸이 거치대 5color, 민트",26800,5200885353,False,0,,,False,,"3,000",,NULL,NULL,NULL
1002,1068,434960,분홍맘 현관 오픈형 벤치형 신발장 현관벤치 3단 500,27900,2094462479,False,0,,,False,,0,,3단,원목/우드,일자형
1003,1069,434960,"미니맥스 회전식신발장 회전신발장 인출식신발장 신발장 현관장, 1개",190000,26172042,False,0,4.0,1.0,False,,"15,000",,NULL,ABS,지그재그형
1004,1070,434960,"슬리퍼걸이/슬리퍼거치대/슬리퍼꽂이/실내화정리대/실내화걸이/실내화꽂이/슬리퍼정리/슬리퍼수납/현관정리/슬리퍼홀더, 블루",2430,4683658111,False,0,,,False,레포스,"3,000",,NULL,NULL,NULL
1005,1071,434960,"프리미엄 다용도정리대 최고급우드(대3단) 생활용품 욕실용품 다용도 수납정리대, 1개",24200,1680514580,False,0,,,False,,0,,3단,원목/우드,일자형
1006,1072,434960,"살림마녀 욕실화 거실 실내화 거치대 슬리퍼걸이, 1개",5600,2145597240,False,0,,,False,살림마녀,"2,700",,NULL,NULL,NULL
1007,1073,434960,"아이홈 [아이홈] 신발정리대 지그재그 9단, 단품없음",12460,2374303190,False,3,,,False,,0,,NULL,NULL,NULL
1008,1074,434960,신발정리대 부츠형 업그레이드 세트,1500,2709413,False,0,5.0,2.0,False,,0,,NULL,NULL,NULL
1009,1075,434960,"벨라홈 인테리어 신발장 8단, 화이트",25500,7298801,False,13,4.5,43.0,False,벨라홈,0,,8단,플라스틱,NULL
1010,1076,434960,"좁은현관 정리대 신발대 받침대 진열대 자취생 멀티플 슈즈렉 원룸신발장 수납 !Izus, 1개",11090,5102990838,False,20,,,False,,"2,500",,NULL,NULL,NULL
1011,1077,434960,"리빙해피 [해피홈] 어반 슬림 신발정리대(소) 10단, 1",14900,1340861756,False,0,,,False,리빙해피,"2,500",,NULL,NULL,NULL
1012,1078,434960,"리빙셀렉트 접착식 슬리퍼 걸이 거치대 화장실 욕실화, 1개",1800,1787100877,False,0,4.0,6.0,False,,0,6.0,NULL,NULL,NULL
1013,1079,434960,"DUBLER _슈케이스 신발보관함 투명신발장 신발정리+ du콬, ##_성인용 4개",50430,5182558463,False,11,5.0,1.0,False,,0,1.0,NULL,NULL,NULL
1014,1080,434960,"스토피아 다용도 신발수납장 10족, 단품없음",16880,1207664467,False,14,,,False,스토피아,0,,NULL,NULL,NULL
