,from selenium import webdriver ,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,소재,스툴,사용인원,설치,인테리어
341,,468.0,184623.0,"자코모 루바 4인 비텔로 통가죽 슈렁큰 천연면피 소가죽 소파+스툴, 미드나잇블루",2538900.0,4957449888.0,False,7.0,,,False,자코모,0,,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
342,,469.0,184623.0,"라자가구 위드 아쿠아텍스 2인용 소파 cw135, 연그레이",138000.0,1684801799.0,False,53.0,5.0,1.0,False,라자가구,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
343,,470.0,184623.0,"시스디자인 카니 면피 가죽 3.5인용 소파, 그레이",761200.0,2226810163.0,True,0.0,5.0,5.0,False,시스디자인,0,5.0,NULL,NULL,NULL,NULL,NULL,3.5인용,방문설치,모던/심플
344,,471.0,184623.0,"전국무료배송[현대의료기] 312NSF 황토볼 흙쇼파 돌쇼파, 브라운",631470.0,4364350641.0,False,7.0,,,False,현대의료기,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
345,,472.0,184623.0,"필우드가구 카라 원목 인조가죽 3인용소파, 다크그레이",239000.0,282727857.0,False,37.0,5.0,1.0,False,,착불배송,1.0,가로1930x세로840x높이870,블랙,인조가죽,NULL,NULL,3인용,NULL,NULL
346,,473.0,184623.0,"에보니아 107 PU가죽 원목 2인용 소파, GRAY",175050.0,335223943.0,True,0.0,3.5,3.0,False,에보니아,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
347,,475.0,184623.0,"수오 루틴 PU 2인용 소파 HJ-Z-08-02, 그레이",111760.0,4834575817.0,True,0.0,3.0,1.0,False,수오,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
348,,476.0,184623.0,"썬퍼니처가구 파메라 3인쇼파-가죽소파 쇼파, 네이비",329000.0,94719945.0,False,34.0,4.5,13.0,False,,착불배송,11.0,NULL,NULL,NULL,인조/천연가죽,NULL,3인용,NULL,NULL
349,,477.0,184623.0,"가구밸리 카이 가죽 3인 소파, 카멜 (6/4 입고예정)",259000.0,57921215.0,False,0.0,4.0,5.0,False,,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
350,,479.0,184623.0,"동서가구 밀로모 3인용 가죽소파 DF911263, 초코브라운",336900.0,1667035250.0,False,36.0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
351,,480.0,184623.0,"[MLC]자코모 베니 4인 천연면피 소가죽 소파, 오렌지",1683300.0,229891733.0,False,7.0,3.0,1.0,False,자코모,0,1.0,NULL,NULL,NULL,인조/천연가죽,NULL,4인용,NULL,모던/심플
352,,482.0,184623.0,"[에넥스에니] [에넥스]몽드 아쿠아케어 리클라이너 4인 소파, 색상:그레이",950000.0,1821697104.0,False,17.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
353,,484.0,184623.0,"이노센트 타우르스 접이식 방수 소파침대 i100455, 그레이",162800.0,5359147329.0,False,20.0,,,False,이노센트,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
354,,485.0,184623.0,"[삼익가구]코모도 거위털 천연소가죽 3인용 소파(스툴제외), 카푸치노",309000.0,5030041089.0,False,47.0,,,False,삼익가구,착불배송,,NULL,NULL,NULL,NULL,스툴없음,NULL,NULL,NULL
355,,486.0,184623.0,"[삼익가구]쿤스 아쿠아텍스 헤드틸팅 4인용 소파(스툴제외), 블루",459000.0,1748658781.0,False,61.0,5.0,1.0,False,삼익가구,착불배송,1.0,NULL,NULL,NULL,NULL,스툴없음,NULL,NULL,NULL
356,,487.0,184623.0,"바네스데코 민스 접이식 가죽 3인용 소파베드(Black), 단품",152100.0,177229734.0,False,10.0,5.0,3.0,False,바네스데코,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
357,,488.0,184623.0,"룸앤홈 데일리 2인 소파, 민트",92070.0,1988220263.0,False,7.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
358,,489.0,184623.0,"삼익가구 유루이 3인 천연소가죽 소파(카우치형 스툴), 초코브라운",409000.0,146088137.0,False,48.0,,,False,삼익가구,착불배송,,2000x940x920,NULL,천연가죽,NULL,스툴 있음,NULL,NULL,NULL
359,,490.0,184623.0,"버즈가구 슈엘 4인용+스툴포함 고급 PU가죽 소파, 초코브라운[BP967]",818680.0,1666512877.0,False,29.0,5.0,5.0,False,버즈가구,착불배송,5.0,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
360,,492.0,184623.0,"리바트 발렌 3인 라텍스 패브릭소파, 블루",621200.0,311435148.0,False,40.0,4.0,2.0,False,리바트,0,2.0,NULL,NULL,NULL,패브릭,NULL,NULL,NULL,로맨틱
361,,493.0,184623.0,"위니 1인용 접이식 패브릭/가죽 좌식쇼파, 라이트 그레이 패브릭 코너",75900.0,5429555384.0,False,0.0,5.0,1.0,False,,"6,000",1.0,NULL,그레이,패브릭,NULL,NULL,1인용,NULL,NULL
362,,495.0,184623.0,"(15조한정 추가할인쿠폰)리도 패브릭룩 방수가죽 3인용 폴딩 컵홀더 소파베드 쇼파베드, 리도_PU그레이",143900.0,5486954465.0,False,19.0,4.5,383.0,False,에보니아,착불배송,257.0,3인용 소파베드,NULL,NULL,NULL,NULL,NULL,방문설치,NULL
363,,496.0,184623.0,"쉐우드가구 로셀라 3인용 천연소가죽 에쉬원목 소파, 초코브라운",899000.0,150508332.0,False,35.0,4.5,2.0,False,,0,,(W)2010 X (D)850 X (H)870 mm,브라운,천연가죽,NULL,NULL,NULL,NULL,NULL
364,,498.0,184623.0,"수오 포유 1인용 패브릭 소파, 그레이",96030.0,102380677.0,False,3.0,4.0,20.0,False,수오,0,4.0,NULL,그레이,패브릭,NULL,NULL,1개,NULL,NULL
365,,499.0,184623.0,"보니애가구 조안 아쿠아텍스 생활방수 패브릭 소파 2인용 2인소파, 옐로우",170000.0,1689760995.0,False,48.0,4.5,3.0,False,보니애가구,착불배송,3.0,NULL,NULL,NULL,NULL,스툴 없음,2인용,NULL,로맨틱
366,,500.0,184623.0,"한샘 엠마 천연면피 가죽소파 4인용 301cm, 그레이(A)",1282930.0,2261702234.0,False,22.0,4.5,2.0,False,한샘,0,2.0,NULL,NULL,NULL,인조/천연가죽,NULL,4인용,NULL,모던/심플
367,,501.0,184623.0,"[삼익가구]베를리 통가죽 천연면피 4인용 소파(스툴제외), 라이트그레이",859000.0,1520311186.0,False,56.0,3.0,3.0,False,삼익가구,착불배송,3.0,NULL,NULL,NULL,인조/천연가죽,NULL,4인용,NULL,모던/심플
368,,502.0,184623.0,"[모아가구] [도브암체어 사무용쇼파 사무실쇼파 로비용쇼파 2인용쇼파 ] [소파], 카키",115000.0,89995604.0,False,0.0,5.0,2.0,False,,0,1.0,960*560*750,NULL,철제 인조가죽,NULL,스툴 없음,NULL,NULL,NULL
369,,503.0,184623.0,"[한샘x포홈] 마인 2인 좌식소파 2종택1, 01. 마인 좌식소파 2인 그레이",159000.0,330556142.0,False,2.0,5.0,2.0,False,한샘,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370,,504.0,184623.0,"자네트 코르네 3인용 패브릭소파 스툴포함, 그레이",198000.0,227559874.0,False,44.0,4.5,62.0,False,자네트,착불배송,22.0,W1720xD850xH820 / 스툴 W770xD520xH410,그레이,패브릭,NULL,,NULL,NULL,NULL
371,,508.0,184623.0,"요기보 맥스 빈백 소파, 네이비 블루",389000.0,332224688.0,False,0.0,4.5,3.0,False,요기보,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
372,,511.0,184623.0,"2인용 소파 베드 홈 인테리어 가게 소파베드, 베이지",145000.0,1579676541.0,False,0.0,2.0,3.0,False,,"50,000",3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
373,,514.0,184623.0,"마켓비 BENKU 1인코너소파 고무나무, 내추럴 베이지",219000.0,2303798115.0,True,0.0,5.0,1.0,False,마켓비,0,1.0,NULL,NULL,NULL,우드,NULL,1인용,NULL,내추럴
374,,515.0,184623.0,공간 2인용 카페 업소 원룸 인조가죽 서재 자취방 작은 소형소파,113000.0,5002828550.0,False,13.0,5.0,1.0,False,,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
375,,517.0,184623.0,"지퍼스 바실 사무용 사무실 편안한 가죽쇼파, 1인용/블랙",169000.0,26225187.0,False,0.0,4.0,9.0,False,,0,,W900xD850xH865,NULL,인조가죽,NULL,쇼파,NULL,NULL,NULL
376,,518.0,184623.0,"브랜드 1인용 리클라이너의자 라운지체어 회전리클라이닝 안락의자 쇼파, 좌식 리클라이너 - 딥그레이",94000.0,1113061412.0,False,14.0,4.0,8.0,False,,0,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
377,,520.0,184623.0,"삼익가구 레이크 아쿠아텍스 4인용 헤드틸팅 소파, 01.스툴제외;라이트그레이",447900.0,1621623518.0,False,59.0,5.0,3.0,False,삼익가구,착불배송,3.0,NULL,NULL,NULL,NULL,스툴없음,NULL,NULL,NULL
378,,521.0,184623.0,"[삼익가구]유루이 3인 천연소가죽 소파(스툴제외), 그레이",319000.0,2159066874.0,False,62.0,4.0,3.0,False,삼익가구,착불배송,3.0,NULL,NULL,NULL,인조/천연가죽,스툴없음,3인용,NULL,모던/심플
379,,523.0,184623.0,"레이디가구 끌레망 천연소가죽 면피소파 6인용, 차콜그레이_끌레망 6인",859900.0,4533466964.0,False,51.0,5.0,2.0,False,레이디가구,착불배송,2.0,NULL,NULL,NULL,인조/천연가죽,NULL,6인용,NULL,모던/심플
380,,524.0,184623.0,"캠프밸리 릴렉스 쿠션체어 안락의자 수유의자, 골드그레이",98000.0,116179197.0,False,0.0,4.5,10.0,False,캠프밸리,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
381,,525.0,184623.0,"루카스 1인 소파 거실 안락 카페 쇼파 의자, 블랙pu",159000.0,18673981.0,False,28.0,4.5,5.0,False,위드퍼니처,0,2.0,NULL,NULL,인조가죽,NULL,스툴 없음,1인용,NULL,NULL
382,,528.0,184623.0,"자코모 버블리 3인 천연면피 소가죽소파+스툴, 크림아이보리",1255500.0,246492749.0,False,7.0,5.0,2.0,False,자코모,0,2.0,NULL,NULL,NULL,NULL,스툴있음,3인용,NULL,모던/심플
383,,529.0,184623.0,"보니애가구 엘몬조 아쿠아텍스 생활방수 패브릭 카우치형 4인용 소파, 그레이/ 착석시 카우치 우측",908000.0,1268898577.0,False,72.0,4.5,5.0,False,보니애가구,착불배송,5.0,W3050x D1090~2065x H690~970,그레이,유칼립투스건조목,NULL,NULL,4인용,NULL,클래식/엔틱
384,,530.0,184623.0,"수오 로드로 홈바형 제로월 아쿠아텍스 전동 리클라이너 4인용쇼파+아쿠아텍스쿠션2EA증정 S1721_4SH 소파, 딥블루",950000.0,223391979.0,False,14.0,5.0,5.0,False,수오,"110,000",2.0,3060x1050x950,NULL,아쿠아텍스,NULL,스툴 없음,NULL,NULL,NULL
385,,531.0,184623.0,"[엘린까사]헤라 아쿠아텍스 4인소파(스툴미포함), 라이트그레이",319000.0,4738314508.0,False,20.0,,,False,엘린까사,착불배송,,NULL,NULL,NULL,NULL,스툴 없음,NULL,NULL,NULL
386,,532.0,184623.0,"[삼익가구]홀스 통가죽 천연면피 4인용 헤드틸팅 소파(스툴제외), 라이트그레이",1049000.0,2046084042.0,False,52.0,4.0,2.0,False,삼익가구,착불배송,2.0,NULL,NULL,NULL,NULL,스툴없음,NULL,NULL,NULL
387,,533.0,184623.0,"[동서가구] 홀릭 천연 소가죽 구스포켓 라텍스탑 3인 소파 DF638968, 색상:네이비",422060.0,275707235.0,False,0.0,4.0,1.0,False,동서가구,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
388,,535.0,184623.0,"[한샘x포홈] 마인 좌식소파 코너 2종택1, 01. 마인 좌식소파 코너 그레이",118000.0,2080219047.0,False,0.0,5.0,1.0,False,한샘,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
389,,536.0,184623.0,위드홈 SLO 슬로 2인용 원목 아쿠아스웨이드 소파,145000.0,4883697799.0,False,51.0,4.0,2.0,False,,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390,,537.0,184623.0,"아로미가구 엘사 2인용 인조가죽 A타입 소파, 엘사 인조가죽 2인 A타입_아이보리+보조스툴",119000.0,16820266.0,False,0.0,4.0,44.0,False,아로미가구,착불배송,2.0,NULL,화이트,인조가죽,NULL,NULL,2인용,NULL,북유럽
391,,538.0,184623.0,"캠프밸리 릴렉스 락킹소파 패브릭쇼파 흔들의자, 아이보리",128000.0,110145918.0,False,1.0,4.5,20.0,False,캠프밸리,"5,000",7.0,NULL,화이트,패브릭,NULL,NULL,1개,NULL,NULL
392,,539.0,184623.0,"[에보니아] 루비 2인용쇼파 (2인소파/착불상품), 색상:-패브릭_그레이",93400.0,215121075.0,False,4.0,4.5,9.0,False,에보니아,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
393,,540.0,184623.0,"로로스키니 북유럽 1인용 패브릭 면소파 벨벳쇼파 안락의자 원룸 거실 침실 독서 옷가게 카페 작은 미니 쇼파 소파, 민트단품의자+발판",178000.0,1725774588.0,False,22.0,4.5,5.0,False,로로스키니,0,5.0,NULL,NULL,NULL,패브릭,NULL,NULL,NULL,모던/심플
394,,541.0,184623.0,"천연가죽바테이프 접착식패치 수리보수 D형 와인, 상세페이지 참조",18420.0,4764159555.0,False,0.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
395,,542.0,184623.0,"수입가구 러브힐 2인 엔틱 소파, 단품",499000.0,202254643.0,False,0.0,,,False,더리체,0,,NULL,NULL,NULL,NULL,NULL,2인용,NULL,클래식/엔틱
396,,544.0,184623.0,"자코모 베니 3인 천연면피 소가죽 소파, 모카",1348500.0,1123595417.0,False,7.0,4.5,3.0,False,자코모,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
397,,545.0,184623.0,"밸런스가구 도노 3인용 좌식소파, 아이보리",179000.0,15982718.0,False,0.0,4.0,108.0,False,밸런스가구,착불배송,15.0,1860 x 750 x 680mm,베이지,인조가죽,NULL,NULL,3인용,NULL,NULL
398,,548.0,184623.0,"[장수돌침대] [쇼룸BEST] 안젤레토 가죽 돌소파 1인용 SF3843, 전체색:베이지 / 팔걸이방향:좌형",1660940.0,299135050.0,False,5.0,2.0,1.0,False,장수돌침대,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
399,,549.0,184623.0,"조은가구 모하비 카우치소파 A형, 초코브라운",379000.0,1668652.0,False,23.0,4.0,69.0,False,조은가구,착불배송,7.0,NULL,NULL,NULL,합성가죽,스툴 없음,2~3인,NULL,NULL
400,,550.0,184623.0,"아이와비 글로우 아쿠아텍스 4인용쇼파, 그레이",489000.0,4574535365.0,False,45.0,2.0,1.0,False,아이와비,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401,,551.0,184623.0,"플로바움 바브린노 II 4인용 소파, 아이보리(S2317)",419000.0,123318546.0,False,32.0,5.0,2.0,False,플로바움,착불배송,1.0,2800*900*890,아이보리,인조가죽,NULL,스툴 없음,NULL,NULL,NULL
402,,552.0,184623.0,"동서가구 2019서울어워드선정 프라임 3.5인 천연가죽쇼파+카우치스툴 DF636748, 초코브라운",569000.0,39059803.0,False,52.0,4.0,12.0,False,동서가구,착불배송,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
403,,553.0,184623.0,"[모던로그] 헨트 데이베드 3인 패브릭 소파베드/원목소파, 내추럴_그레이",395000.0,320467894.0,False,37.0,4.5,6.0,False,,"30,000",5.0,NULL,NULL,NULL,NULL,스툴 없음,3인용,NULL,모던/심플
404,,555.0,184623.0,"한샘MSYS 아모르 이노 패브릭 방수 소파, 3인용, 그레이",380000.0,1972550738.0,False,52.0,5.0,2.0,False,엠시스,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
405,,556.0,184623.0,"마켓비 데니쉬 패브릭 1인용 소파, 모카브라운",177600.0,4738045186.0,True,0.0,,,False,마켓비,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
406,,558.0,184623.0,"삼익가구 유루이 4인 천연소가죽 소파(스툴제외), 초코브라운",419000.0,146088589.0,False,46.0,4.5,3.0,False,삼익가구,착불배송,3.0,2730x940x920,NULL,천연가죽,NULL,스툴 없음,NULL,NULL,NULL
407,,559.0,184623.0,"바네스데코 규조토 욕실 발매트 L (화이트) +사포 미끄럼방지 증정, 단품",9900.0,1685264504.0,False,0.0,5.0,1.0,False,바네스데코,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
408,,560.0,184623.0,"조은가구 레이니 4인소파+스툴 소파, 초코브라운",319000.0,1657941.0,False,27.0,4.5,42.0,False,조은가구,착불배송,11.0,NULL,브라운,인조가죽,NULL,스툴 있음,4인용,NULL,NULL
409,,561.0,184623.0,"동서가구 락휴 가죽 1인용 접이식 소파베드 DF035001, 인디핑크",129000.0,4612671649.0,False,31.0,5.0,1.0,False,동서가구,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
410,,562.0,184623.0,"플로바움 (단독구매불가)프린스카우치 소파, 소파색상과 동일 (S745)",80000.0,148194588.0,False,0.0,5.0,4.0,False,플로바움,착불배송,2.0,W1050 D880 H550,NULL,인조가죽,NULL,NULL,1인용,NULL,NULL
411,,563.0,184623.0,"리바트 올 뉴탐 2인 패브릭소파, (옵션4)핑크+오크",298420.0,146698116.0,False,37.0,4.5,9.0,False,리바트,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
412,,564.0,184623.0,"라라홈 나폴리 2인용 가죽소파, 머드그레이",199000.0,4310286525.0,False,33.0,4.5,11.0,False,,착불배송,11.0,NULL,NULL,NULL,인조/천연가죽,NULL,2인용,NULL,모던/심플
413,,565.0,184623.0,"한샘MSYS 더블린 이태리 천연면피 가죽 소파, 4인용, 라이트베이지",796000.0,1971574765.0,False,46.0,5.0,1.0,False,엠시스,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
414,,566.0,184623.0,"로체좌식소파, 로체_베이지",79900.0,1092207694.0,False,0.0,4.5,2.0,False,블루밍홈,"7,000",1.0,NULL,베이지,패브릭,NULL,NULL,1인용,NULL,북유럽
415,,568.0,184623.0,"조은가구 모하비 3인 소파 + 카우치 B형, 초코브라운",379000.0,3387595.0,False,23.0,4.0,56.0,False,조은가구,착불배송,6.0,NULL,NULL,NULL,인조/천연가죽,스툴 없음,2~3인,NULL,NULL
416,,569.0,184623.0,"라라홈 시애틀 4인용 카우치 사하라 신소재 이지클린 패브릭소파, 옐로우머스타드-앉았을때좌형",699000.0,1983109798.0,False,41.0,5.0,1.0,False,,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
417,,570.0,184623.0,"가구데코 피오 1600 서랍수납 패브릭 벤치소파 NA0220, 화이트+연그레이",249000.0,1649892196.0,False,39.0,5.0,3.0,False,가구데코,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
418,,572.0,184623.0,"삼익가구 유루이 천연소가죽 3인용/4인용 소파(일반형 스툴포함), 02.4인용;카푸치노",479000.0,2204108564.0,False,49.0,5.0,1.0,False,삼익가구,착불배송,1.0,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
419,,573.0,184623.0,"조세핀가구 마리앙뜨 3인 오크원목 카페 인테리어 소파 2인 1인, 3인용 카키",252000.0,306290963.0,False,0.0,5.0,1.0,False,조세핀가구,착불배송,1.0,NULL,NULL,원목,NULL,NULL,NULL,NULL,NULL
420,,574.0,184623.0,"에보니아 모던 패브릭/인조가죽 2인쇼파 [2인소파 미니쇼파 디자인소파 원룸인테리어], 패브릭_그레이",126600.0,1256443501.0,False,0.0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,패브릭,NULL,2인용,NULL,모던/심플
421,,576.0,184623.0,"썬퍼니처 스와레 3인용 아쿠아 스웨이드 패브릭 쇼파 소파, 소파(스툴 포함) 민트그레이",354000.0,183703477.0,False,47.0,5.0,8.0,False,썬퍼니처,착불배송,6.0,2050X830X870,그레이,패브릭,NULL,스툴 있음,NULL,NULL,NULL
422,,577.0,184623.0,"루온퍼니처 카누 가죽 코너형 소파, 우형_아이보리+스툴",858000.0,331685806.0,False,47.0,5.0,4.0,False,루온퍼니처,착불배송,4.0,W 2680 D 1920 H 900,NULL,에어레더,NULL,스툴 있음,NULL,NULL,모던/심플
423,,578.0,184623.0,"레이지다이어리 1인용 좌식 쇼파 등받이조절 리클라이너 패브릭 소파 바닥 의자, 오렌지",68000.0,1102720013.0,False,15.0,3.5,2.0,False,,0,1.0,NULL,NULL,NULL,NULL,스툴 없음,1인용,NULL,모던/심플
424,,579.0,184623.0,"캠프밸리 릴렉스 쿠션체어 안락의자 수유의자, 다크그레이",98000.0,55447249.0,False,0.0,4.5,14.0,False,캠프밸리,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
425,,581.0,184623.0,"[삼익가구]케빈 1인용 가죽 접이식 소파베드, 로즈그레이",106900.0,166984819.0,False,43.0,,,False,삼익가구,착불배송,,880x870x770,NULL,"FPL 가죽, 합판, 스펀지, 플라스틱 다리 외",NULL,스툴 없음,NULL,NULL,NULL
426,,584.0,184623.0,"자코모 베니 4인 천연면피 소가죽 소파+스툴, 카멜",1832100.0,229891559.0,False,7.0,,,False,자코모,0,,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
427,,585.0,184623.0,"규수방가구 마린 아쿠아텍스소파 4인용 패브릭쇼파 스카이블루, 없음",499000.0,4595403856.0,False,68.0,4.5,2.0,False,,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
428,,586.0,184623.0,"한샘 밀로 패브릭소파 4인용(2종/택1), 라이트 그레이(B)",889900.0,2263120219.0,False,14.0,4.5,2.0,False,한샘,0,2.0,NULL,NULL,NULL,패브릭,NULL,4인용,NULL,로맨틱
429,,587.0,184623.0,"다소미얼 작은소파 1인 미니 큐티걸 프린세스 캐릭터 게으른 의자 침실 2021년Z, 용 고양이 - 수정 초 유",36500.0,5321601003.0,False,0.0,,,False,다소미얼,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
430,,589.0,184623.0,"[엘린까사] 리뉴얼 프랑수아 아쿠아 스웨이드 모듈 쇼파 3인용 풀패키지 set, 3인용 기본형",367000.0,1274651848.0,False,44.0,5.0,4.0,False,,착불배송,4.0,NULL,NULL,NULL,NULL,NULL,3인용,NULL,모던/심플
431,,590.0,184623.0,"[기간한정 5% 할인이벤트][까미엘] 클래식II 2인쇼파(TY_N2001), 아이보리",313500.0,4586143.0,False,5.0,4.5,10.0,False,,착불배송,,NULL,베이지,인조가죽,인조/천연가죽,NULL,2~3인,NULL,NULL
432,,591.0,184623.0,"자네트 로미노 4인용 카우치 가죽쇼파_B형, 그레이",398000.0,128860466.0,False,47.0,4.5,164.0,False,자네트,착불배송,30.0,W2640xD960(카우치길이 1760)xH700(헤드업820),NULL,인조가죽,NULL,스툴 없음,NULL,NULL,NULL
433,,594.0,184623.0,"시에라 3.5인 천연면피 가죽소파, 라떼",887000.0,5302016457.0,False,0.0,,,False,에몬스홈,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
434,,595.0,184623.0,"[대박쿠폰5조한정]프렌치확장형3인용원목소파베드프레임쇼파베드, 그레이",182600.0,334779818.0,False,13.0,4.0,17.0,False,에보니아,착불배송,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
435,,599.0,184623.0,"베스트리빙 리치 4인 가죽소파 방문설치, 다크그레이",502630.0,1858149706.0,True,16.0,3.0,3.0,False,베스트리빙,0,3.0,NULL,NULL,NULL,NULL,NULL,4인용,방문설치,모던/심플
436,,600.0,184623.0,"썬퍼니처가구 썬퍼니처 모코나 책상 벙커침대 이층침대_2층 (매트리스 선택) 이층침대, 매트리스/슬림 견단면(깔판제외)_싱글166001B",76000.0,245052989.0,False,33.0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
437,,601.0,184623.0,"캠핑 휴대용 에어소파 1인용 보관파우치포함빈백 바람의자 캠핑소파 성유리소파 에어쇼파 바람소파, 레드",12100.0,5527294794.0,False,0.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
438,,602.0,184623.0,"블루밍홈 제프쇼파 세트 모듈형 1인용~3인용 소파 구성, 02. 센터 퍼플핑크",69000.0,1150067609.0,False,0.0,5.0,1.0,False,블루밍홈,"16,000",1.0,NULL,NULL,패브릭,NULL,NULL,3인용,NULL,모던/심플
439,,603.0,184623.0,"앨런빌 브라이언 소파 스툴, 크림베이지",57000.0,112859221.0,False,35.0,4.0,48.0,False,,착불배송,18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
440,,604.0,184623.0,"밸런스가구 앙팡 카푸치노 3인용 좌식 카우치 쇼파, 앙팡 올리브그린A형",229000.0,161403192.0,False,0.0,4.5,3.0,False,밸런스가구,착불배송,2.0,NULL,그린,NULL,NULL,스툴 없음,3인용,NULL,NULL
441,,605.0,184623.0,"리바트 브루트 4인 가죽소파 헤드틸팅형 (2색 중 택1), 그레이",981840.0,1652468745.0,False,28.0,,,False,리바트,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
442,,606.0,184623.0,"심플 벨벳 소파 네일샵 헤어샵 대기실 인테리어 거실 쇼파 1인 2인 3인 북유럽, 그레이 + 2인",81300.0,5197016090.0,False,0.0,,,False,,"50,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
443,,607.0,184623.0,"자코모 로벨 4인 기능성 이태리 통가죽 천연면피 소가죽 소파, 유로그레이",2695000.0,160507781.0,False,2.0,,,False,자코모,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
444,,608.0,184623.0,"아리아퍼니쳐 Nima 2인 인조가죽 소파 그린, 본품",161400.0,5227676057.0,False,44.0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
445,,609.0,184623.0,"서광퍼니처 블랑 CL라텍스 3인 소파세트, 그레이/왼팔/PVC다리",162750.0,4961572580.0,False,7.0,1.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
446,,610.0,184623.0,"[오스본가구] 퓨리 2인용 아쿠아텍스 패브릭소파, 1) 스툴미포함, 아쿠아블루",219000.0,5238923687.0,False,0.0,,,False,오스본가구,착불배송,,NULL,NULL,NULL,패브릭,스툴없음,NULL,NULL,NULL
447,,611.0,184623.0,"에보니아 [에보니아]모네 소파 인조/패브릭 2인 쇼파, PU인조가죽 그레이",75060.0,2375161180.0,False,3.0,5.0,1.0,False,에보니아,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
448,,612.0,184623.0,"인텍스 에어소파 1인용소파 발판포함, 01_ 인텍스 에어소파 ( 발판포함 )",28180.0,5490601296.0,False,0.0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
449,,615.0,184623.0,"까사미아 보에 3인소파, 그린",1134240.0,4908045908.0,False,4.0,,,False,까사미아,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
