,from selenium import webdriver ,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,소재,스툴,사용인원,설치,인테리어
665,,917.0,184623.0,"자코모 베니 3인 천연면피 소가죽 소파+스툴, 오렌지",1441500.0,1123622296.0,False,7.0,3.0,2.0,False,자코모,0,2.0,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
666,,918.0,184623.0,10월9일 알리아 침대형 3인소파,290000.0,5188833847.0,False,0.0,5.0,1.0,False,,착불배송,1.0,NULL,베이지,NULL,NULL,NULL,3인,NULL,모던/심플
667,,921.0,184623.0,"포홈 슈슈 2인소파 3종 택1, 카멜베이지",315000.0,1307912431.0,False,10.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
668,,924.0,184623.0,"동서가구 이디에프S 천연면피 4인용 소가죽 소파(스툴포함) DF634629, 카키그레이",809000.0,30303622.0,False,49.0,4.0,83.0,False,동서가구,착불배송,11.0,NULL,NULL,NULL,NULL,NULL,4인용,NULL,모던/심플
669,,925.0,184623.0,"마티노가구 로코코 3인용 원목 가죽 소파, 1.로코코 3인 내추럴_카푸치노",173000.0,143246494.0,False,26.0,4.0,8.0,False,마티노가구,착불배송,1.0,1850x650x780mm,브라운,인조가죽,NULL,스툴 없음,NULL,NULL,NULL
670,,927.0,184623.0,"지지독 특별세일가 러블리 1인용 2인용 쇼파 예쁜가구 패브릭소파, (3)222인디핑크(패브릭)",99000.0,3889421.0,False,0.0,4.0,11.0,False,지지독,착불배송,3.0,NULL,핑크,NULL,패브릭,NULL,2~3인,NULL,NULL
671,,929.0,184623.0,"에보니아 레오(1200/1500/1800) 벤치 소파의자/1인/2인/3인/착불배송, 레오_1200(그린)",66100.0,295853893.0,False,0.0,4.5,2.0,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
672,,931.0,184623.0,"더리체 수입엔틱 레시피 01 소파 1인+3인 세트, 레드 브라운",854400.0,182440408.0,False,13.0,5.0,1.0,False,더리체,0,,"1인(90 x 84 x 93 cm), 3인(211 x 84 x 96 cm)",브라운,원목 + MDF + PU,NULL,스툴 없음,NULL,NULL,클래식/엔틱
673,,932.0,184623.0,"베스트리빙 와퍼 더블 쇼파베드 + 쿠션베개 2p XY-7E-S, 네이비",207630.0,215127975.0,True,0.0,3.0,15.0,False,베스트리빙,0,10.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,북유럽
674,,934.0,184623.0,"플젠가구 아담 3인용 패브릭 소파, 민트그린",225000.0,6077144.0,False,27.0,5.0,2.0,False,,착불배송,,NULL,NULL,NULL,패브릭,NULL,2~3인,NULL,로맨틱
675,,935.0,184623.0,"조은가구 레이니 3인소파 오른쪽팔걸이, 그레이",219000.0,1658032.0,False,35.0,4.0,234.0,False,조은가구,착불배송,20.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
676,,938.0,184623.0,"데코라인 자드 아쿠아텍스 무빙헤드 4인용 소파+스툴 생활방수 패브릭소파, 라이트그레이",439000.0,4624729171.0,False,49.0,4.5,5.0,False,데코라인,0,5.0,NULL,NULL,NULL,NULL,스툴 있음,4인용,NULL,NULL
677,,940.0,184623.0,"에보니아 칸나 1인 패브릭 쇼파, 초코브라운",124580.0,234450416.0,True,7.0,4.0,30.0,False,에보니아,0,15.0,760 x 750 x 730 mm,브라운,NULL,NULL,NULL,1인용,NULL,NULL
678,,943.0,184623.0,"더브라운 루뜨 아쿠아텍스 틸팅헤드 3인용 소파 4color (5028507568), 옐로우",290030.0,1863245752.0,False,3.0,4.0,10.0,False,,착불배송,10.0,NULL,옐로우,NULL,NULL,NULL,3,NULL,NULL
679,,945.0,184623.0,"데코라인 포우 3인 가죽소파, 초코",225000.0,207233508.0,False,34.0,4.0,2.0,False,데코라인,착불배송,1.0,1800*850*800,브라운,PU,NULL,스툴 없음,NULL,NULL,NULL
680,,946.0,184623.0,"실로디자인 프리미엄 클래식1인 인조가죽쇼파 인조가죽소파, 그린",259000.0,12021257.0,False,0.0,5.0,3.0,False,,착불배송,1.0,NULL,NULL,인조가죽,인조/천연가죽,스툴 없음,1인,NULL,NULL
681,,947.0,184623.0,[까사미아] 로제 1인 패브릭소파세트(다크블루),390000.0,261627231.0,False,0.0,5.0,1.0,False,까사미아,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
682,,948.0,184623.0,"조은가구 아리아 3인 인조가죽소파 스툴포함, 아이보리",219000.0,1657919.0,False,26.0,4.5,117.0,False,조은가구,착불배송,9.0,NULL,NULL,NULL,인조가죽,,2~3인,NULL,NULL
683,,951.0,184623.0,"에보니아 제니 카우치3인 패브릭소파/카우치형소파, 블루",239900.0,305566665.0,False,0.0,5.0,1.0,False,,0,,NULL,NULL,NULL,패브릭,NULL,3인용,NULL,모던/심플
684,,952.0,184623.0,"플젠가구 카디프 2인용 가죽 소파, 딥그린",229000.0,6011003.0,False,29.0,4.5,13.0,False,,착불배송,6.0,NULL,NULL,NULL,인조/천연가죽,NULL,2~3인,NULL,북유럽
685,,953.0,184623.0,"보니애가구 퍼스 아쿠아텍스 생활방수 등받이 모듈형 3인용 패브릭 소파, 3인용 (등받이 랜덤)",347000.0,322854786.0,False,63.0,4.0,4.0,False,보니애가구,착불배송,3.0,NULL,NULL,NULL,NULL,스툴 없음,3인용,NULL,북유럽
686,,954.0,184623.0,"보니애가구 맨티스 아쿠아텍스 1인용 소파, 샴그레이",90240.0,1491640197.0,False,48.0,,,False,보니애가구,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
687,,955.0,184623.0,"동서가구 AX 3인용 소파+스툴 DF636211, 모카브라운_좌형",179000.0,22447105.0,False,35.0,4.5,3.0,False,동서가구,착불배송,3.0,NULL,브라운,PVC,NULL,스툴 있음,3인용,NULL,NULL
688,,959.0,184623.0,"동서가구 이디에프S 천연면피 4인용 소가죽 소파(스툴별도) DF634628, 초코브라운",799000.0,57826790.0,False,44.0,4.5,3.0,False,동서가구,착불배송,,NULL,NULL,NULL,인조/천연가죽,NULL,4인용,NULL,모던/심플
