,rank,category,name,price,product_id,baby_product_link,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,attribute_list,recommends_list,count
583,584,434945,"[당일출고] 레보떼 패브릭 리빙박스/큐브박스 수납정리함 55L/66L/88L/100L, 15. 100L 패브릭 리빙박스 베이지 1p",11760,2081599776,https://www.coupang.com/vp/products/2081599776?itemId=3536130396&vendorItemId=71522141083&sourceType=CATEGORY&categoryId=434845,False,64,5.0,3.0,False,,0,"['개당 용량: 100L', '정리함 형태: 박스형', '개폐방식: 지퍼형', '투명 여부: 투명', '바퀴 유무: 바퀴없음', '쿠팡상품번호: 2081599776 - 3536130396']",[],3.0
584,585,434945,"코멧 홈 언더베드 리빙박스 112L + 압축팩 대형 2P, 그레이",20050,4323045423,https://www.coupang.com/vp/products/4323045423?itemId=5034776346&vendorItemId=72344557390&sourceType=CATEGORY&categoryId=434845,True,22,,,False,코멧,0,['쿠팡상품번호: 4323045423 - 5034776346'],[],
585,586,434945,"올리빙 커브 리빙박스 42L, 스페셜, 4개",26900,1638635874,https://www.coupang.com/vp/products/1638635874?itemId=20805568&vendorItemId=3033167749&sourceType=CATEGORY&categoryId=434845,True,62,4.0,168.0,False,올리빙,0,"['개당 용량: 42L', '개폐방식: 뚜껑식', '바퀴 유무: 바퀴없음', '재질: 플라스틱', '투명 여부: 불투명', '쿠팡상품번호: 1638635874 - 20805568']",[],22.0
586,587,434945,"구디푸디 손잡이 펜트리 수납 다용도실 정리함, 1개, 펜트리 정리함_뚜껑형 (5호)",7000,1786061490,https://www.coupang.com/vp/products/1786061490?itemId=3041122204&vendorItemId=71029180688&sourceType=CATEGORY&categoryId=434845,False,0,5.0,17.0,False,구디푸디,0,"['정리함 형태: 박스형', '개폐방식: 뚜껑형', '투명 여부: 불투명', '바퀴 유무: 바퀴없음', '재질: 플라스틱', '쿠팡상품번호: 1786061490 - 3041122204']",[],17.0
587,588,434945,"정리대장 폴더 리빙박스 34L, 화이트, 3개",35250,1459690538,https://www.coupang.com/vp/products/1459690538?itemId=2511664635&vendorItemId=70504703520&sourceType=CATEGORY&categoryId=434845,True,6,4.5,48.0,False,정리대장,0,"['개당 용량: 34L', '접이 가능여부: 접이식가능', '쿠팡상품번호: 1459690538 - 2511664635']",[],36.0
589,590,434945,"인블룸 리빙박스A 소형, 베이지, 1개",8170,54723514,https://www.coupang.com/vp/products/54723514?itemId=190833449&vendorItemId=3657345958&sourceType=CATEGORY&categoryId=434845,True,17,4.5,120.0,False,인블룸,0,"['재질: 패브릭', '개폐방식: 뚜껑식', '투명 여부: 불투명', '접이 가능여부: 접이식가능', '바퀴 유무: 바퀴없음', '쿠팡상품번호: 54723514 - 190833449']",[],36.0
590,591,434945,"씨밀렉스 닛띵 슬라이드 정리함 오픈형 대 4p + 상판 세트, 그레이, 1세트",33200,5275533059,https://www.coupang.com/vp/products/5275533059?itemId=7531621812&vendorItemId=74822295917&sourceType=CATEGORY&categoryId=434845,True,0,5.0,5.0,False,씨밀렉스,0,"['재질: 폴리프로필렌(PP)', '투명 여부: 불투명', '접이 가능여부: 접이식가능', '바퀴 유무: 바퀴없음', '손잡이 여부: 미포함 (보조키형)', '쿠팡상품번호: 5275533059 - 7531621812']",[],5.0
591,592,434945,"올리빙 크로스 리빙박스 66L, 다크그레이, 2개",13140,3019605,https://www.coupang.com/vp/products/3019605?itemId=3697444&vendorItemId=3005353914&sourceType=CATEGORY&categoryId=434845,True,27,4.5,203.0,False,올리빙,0,"['개당 용량: 66L', '재질: 패브릭', '개폐방식: 지퍼식', '투명 여부: 불투명', '접이 가능여부: 접이식가능', '쿠팡상품번호: 3019605 - 3697444']",[],11.0
594,595,434945,"가우덴 수납 감성 우유 상자 캠핑 밀크 박스 1+1, 아이보리, 라일락",19800,2315061984,https://www.coupang.com/vp/products/2315061984?itemId=3995466002&vendorItemId=71979754827&sourceType=CATEGORY&categoryId=434845,False,10,5.0,2.0,False,,0,['쿠팡상품번호: 2315061984 - 3995466002'],[],2.0
595,596,434945,"헬로리빙 씨티라이프 적층형 와이드 다기능 정리함 리빙박스 3단, 애플 그레이, 1개",23730,329243860,https://www.coupang.com/vp/products/329243860?itemId=1052679253&vendorItemId=5521031031&sourceType=CATEGORY&categoryId=434845,True,42,4.0,4.0,False,헬로리빙,0,['쿠팡상품번호: 329243860 - 1052679253'],[],3.0
